Repository,Topics
Unknown_Research,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt, openai, research, science, scientific, scientific-computing, scientist, unknown, unknowns, unknown-research"
Unlikely_Concept_Ideas,"concept, concepts, ideas, inspiration, software-concept, unlikely"
UN_Simulator,"ai, artificial-intelligence, chatbot, chatgpt, chatgpt-ai, custom-gpt, custom-gpts, gpt, gpts, gptstore, international, nations, openai, simulated, simulation, simulator, un, united-nation, united-nations-simulator"
Upcycle_Design,"design, industrial-design, product-design, product-designer, product-engineering, upcycle, upcycling, waste, industrial-designs, upcycle-design, manufacturing, cradle-to-cradle, design-cycle, recycling, reclaiming, material-science, design-science"
Urban_Update,"ai, chatgpt, cities, city, city-planning, gpt, gpt-store, gpts, towns, urban-planning, urban-ai, urban-update, cityscape, urban, urban-research, public, architecture, city-builder, international, multicultural"
Urine_Clarifier,"chem, chemical, chemical-engineering, chemistry, concept, idea, pee, piss, survival, urine, ai"
Usability_Analyzer,"ai, analyzer, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpts, openai, program, software, usability, usability-analysis, usability-analyzer"
Usagespan,"concept, info, information, research, usage, used, design-usage, design-utilization, product-usage, ulitized, usagespan, utililization"
Vehicle_Accident_Areas,"accident, ai, areas, artificial-intelligence, car, car-crash, car-crashes, cars, concept, crashes, idea, project, vehicle, vehicles, car-collision, car-crash-map, vehicle-collision, vehicle-crash"
Vehicle_Design,"car-design, design, designer, engineering, info, laws, manufacturing, performance, research, vehicle, vehicle-design, vehicles, car-engineer, vehicle-engineer, drive, driving"
Vehicle_Rating,"ai, ai-rating, artificial-intelligence, automotive, car-review, cars, chatgpt, custom-gpt, custom-gpts, gpt, gpts, openai, rating, vehicles, ai-review, car-rating, vehicle-rating, vehicle-review, open-ai, vehicle"
Vehicle_Speed_Reducer,"car, cars, chem, chemical, chemistry, concept, concept-idea, motorway, road, roadway, vehicle, road-chem, road-chemical, road-chemistry, road-spray"
Vending_Trust,"atm, concept, idea, machine, machines, trust, vending, business-machine, vending-machine, vending-machines"
Video_Caption_Summary,"caption, captioning, captions, concept, idea, summary, video-caption, youtube, youtube-video, youtubers"
Video_Game_History,"future, game, gamer, games, gaming, history, retro, video-game, video-games, vintage"
Video_Instructor,"chatgpt, concept, director, gpt, instructional, instructions, tutorial, video-creator, videos, youtube"
Video_Meme_Compiler,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, funny, funny-memes, gpt, gpt-store, gpts, meme, meme-compilation, memes, playlist, video-memes, videos, youtube, youtube-videos, meme-compiler, meme-videos"
Video_Speed_Compression,"concept, concept-idea, concept-software, idea, video, video-compression, videos"
Viral_Trends,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, gptstore, internet-culture, trends, viral, internet-challenges, viral-challenges, viral-memes, viral-trends, fun, funny, memes, social-tool, popular-trends"
Virtual_Hide_and_Seek,"concept, concept-idea, digital-game, game, game-concept, game-design, game-development, game-idea, hide-and-seek, idea, virtual-game, virtual-hide-and-seek"
Visualization_Analyzer,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, graph-analysis, openai, python, python-tool, visualization, visualized, chart-analyzer, graph-analyzer, python-tools, visual-data, visual-analysis"
Voicemail-2-Text,"concept, conceptual, mobile, smartphone, software-concept, text-messaging, voicemail"
Vote_Advisor,"ai, artificial-intelligence, ballot-box, chatgpt, custom-gpt, gpt, gpts, gptstore, openai, openai-chatgpt, vote, voter, voting, ai-voter, ai-voting, voting-ai"
VPN,"business, creative, digital, digital-business, encryption, encryption-decryption, information, security, sourceduty, virtual-private-network, vpn, vpn-service, commercial-masking, vpns, vpn-security"
Walk_the_Plank,"ai, chatgpt, exclusive, game, games, guessing-game, hangman, hangman-game, new, new-game, sourceduty, walk-the-plank"
Wall-Tetris,"design, game, games, retro, tetris, vintage"
War_Technology,"army, military, note, popularity, tech, technology, war, wars, tech-popularity, war-technology, wartime, ai, human-resources, warzone, necessity, ai-war"
Weather_Pi,"concept, idea, pi, pi-project, pi-weather, project, rain, raspberry-pi, sensors, weather, weather-pi"
Web_Download_Queue,"concept, download, download-queue, downloads, idea, queue, regulated, suggestion, web, web-browser, sing-file"
Weddings,"event, family, life, marriage, planner, plans, social, wedding, wedding-planning, international-wedding, marriage-wedding, newlywed, social-event, wedding-event, wedding-plan, wedding-plans"
Wedding_Design,"designer, designs, marriage, married, wedding, wedding-plan, got-married, just-married, marriage-design, wedding-design, wedding-designer, ai, artificial-intelligence, custom-gpt, gpt, gpt-store, gpts, openai"
What_the_FAQ,"ai, artificial-intelligence, business-tool, custom-gpt, custom-gpts, faq, faqs, gpt, gpt-store, gpts, gptstore, wtf, ai-faq, faq-maker, faq-tool, what-the-faq"
White_Noise,"audio, concept, idea, noise, python, python-project, sound, white-noise"
Wikipedia,"data, death-records, future, history, influence, information, intelligence, mass-shootings, records, shootings, stupidity, terrorism, wiki, wikipedia, mass-murders, murders, public-murders"
Willy_Wonka_Chat,"ai, ai-chatbot, artificial-intelligence, bot, chatbot, chatbot-ai, chatgpt, custom-gpt, gpt, gpt-store, gpts, gptstore, openai, willy-wonka, wonka"
Window-Mounted_Computer,"computer, concept, concept-design, concept-idea, home-computer, idea, pc, computer-cooling, concept-computer, window-computer, window-pc"
Windows,"microsoft, microsoft-windows, operating-system, os, windows, windows-10, windows-11, windows-12, windows-operating-system, windows-os, windows-13"
Windows_Deviance,"changes, custom, customization, deviance, deviation, microsoft, operating-system, windows"
Window_Rotation_Game,"concept, game, game-concept, game-development, game-idea, gaming, idea, platformer"
Word_to_GIF,"gif, gif-animation, gif-creator, gif-maker, gifs, word-to-gif, chatgpt, custom-gpt, gpt, gpts"
Work_Distributor,"ai, ai-tool, artificial-intelligence, business, business-tool, chatgpt, custom-gpt, custom-gpts, gpts, jobs, openai, task-distribution, work, work-distribution, work-distributor"
World_Clocks,"python, wallpaper, live-wallpaper, clock, clocks, free, time, canadian, time-zones, html, international, clock-wallpaper, international-clocks, world-clocks, javascript, js, screensaver"
World_Systems,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, gptstore, openai, simulation, simulator, systems, global-system, global-systems, system-simulator, world-systems, research, system-research"
WW2,"history, war, world-war, ww2, war-theory, hitler, wars, war-history, fiction, information, sci-fi, wartime"
WW3,"battle, battle-world, info, information, knowledge, modern-war, plan, research, warfare, wars, warzone, world-war, world-wars, ww1, ww2, ww3, new-war, war-2025, warzone-2025, russo-usa"
xAI,"agi, ai, artificial-intelligence, artificial-superintelligence, asi, computer-science, info, information, intelligence, note, programming, reasearch, science, xai, explainable-artificial-intelligence"
YouTube,"google, google-ads, info, information, monetization, notes, research, viewership, youtube, youtube-video, youtube-views, youtuber, youtube-research, verification, views, youtube-view, view-verification, algorithm, youtube-algorithm"
YouTube-Subtitle-Analytics,"youtube, subtitles, video-subtitles, youtube-subtitles, youtube-video, youtuber, youtubers, video-transcript, python, scraper, scraping, youtube-python, youtube-scraper"
YouTube_Automation,"ai, automation, bot, concept, idea, software, youtube, video, videos"
YouTube_Subtitles_Converter,"concept, idea, scrape-youtube, youtube, youtube-captions, youtube-idea, youtube-information, youtube-python, youtube-subtitles, youtuber, text-instructions, youtube-instructions, ai, gpt, gpt-3, openai, how-to"
YouTube_Video_Card,"card, channel, concept, info-card, software-concept, summarization, video, youtube, youtuber, youtube-thumbnail, youtube-video"
ZIP_Topology,"analysis, archive-tool, file-folder, folder, python, python-tool, research, tool, topological, topology, zip, zip-tool, folder-tool, zip-folder, zip-format, zip-topology, zipped, zipped-folder, ai, artificial-intelligence"
